Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
47.99244584880448,72.9849081453689,42.25921638832945,21.952140771842455,63.65655456516939,2.966329924410127,25.952587036190522,26.267786962626072,84.00542663147334,28.005587254485174,37.22300682663917,39.74001766124121
37.17342879251516,72.67896739341909,52.01050215016158,75.74606793252181,24.201794107739328,87.97678188698228,23.732253745777488,98.31313294910734,81.42465572546158,96.74889155204946,47.40711159816876,51.39390858499495
95.75344770199516,97.22395393743184,53.424946846709176,93.05373359363482,54.39339404206338,70.31960506152785,31.38444130510206,90.48015541552367,52.70357901464744,2.44773954203944,38.537279926107516,96.09205333897467
92.01190094459929,29.308252284354243,87.20668952981715,21.59564013415478,35.50811223136596,80.35899668392842,85.32875656913897,71.1781835156978,5.598714599561028,23.396862128395025,38.7614978673754,45.553011683397045
10.13272796608814,40.46788906566911,40.662002913727,37.46554952005261,74.29930097234929,99.59359446891328,80.17893527302725,67.56238426143905,90.16950818352554,42.44438963639888,96.06418945838051,26.18028330255262
55.75864100688415,90.99978763582061,98.45152911509255,6.028056477358879,59.738687162014884,47.97930079599476,69.92683582179171,41.81804095643269,59.36097592539185,18.506781458448152,14.770776864318302,37.578996004724516
10.23869717621696,71.9493660948621,67.13731966480991,85.70645838361901,96.57647682460978,11.335822285013574,26.733168504680126,71.90031114486025,19.151936407933867,49.133569951563146,23.984004147716497,8.078179466057078
67.82052702051288,59.176969089361506,89.43753640548252,10.483946982715587,55.54165624363636,64.65026797259121,24.606129945239186,19.19316747793216,33.75047627880622,71.57006977936867,20.396324437871584,38.625161930834565
61.309295812308875,66.88830555188423,57.82124374479499,92.8503678193486,74.23022039158336,82.58561939363996,95.81359797471598,72.96194569817011,95.3067540946282,64.52317561199298,36.1770783851714,1.1536119482356555
9.195530084885718,9.590753316308398,6.87648431049368,12.002426970248003,57.28996468158004,53.92801576870349,54.709018222385595,21.836442744520003,96.55105404613522,51.96392249951525,44.55062973296515,68.34609524161549
42.85176587108892,6.265272179624515,82.36688851342633,86.22660524789612,18.741012039304472,98.132451676508,21.29538199924006,82.69663254091596,6.5222022977431955,5.388742042187422,8.052878779070017,61.11960386685746
33.231272959461265,39.86754961757918,29.466797432010218,64.91002274211907,72.69264468445823,83.18790725824303,30.277779158967633,78.23616908426581,61.86870854447557,82.4880101362724,97.00265852938269,88.04928711709738
33.552714358287126,10.599526570967289,7.638853411536983,1.1477395716771976,30.629643453313882,63.51252449885821,50.23946229287021,57.170278164824154,47.89961042543417,78.50800572067898,16.710230139348702,33.35080957153339
68.93968287112669,8.039353344953737,54.864515923194915,48.72527853222206,13.793600266521322,9.681746068536734,87.05409740016593,16.94814229561743,76.11201507727463,95.36262458016881,11.989888920846026,0.5686945872498739
51.804219546384346,61.832891787037134,12.563434697690912,92.48778033318048,54.36454321202658,48.76735234236658,37.677681827333984,86.03659779183965,22.643649770640927,20.50145445327557,99.34556305974725,19.89866764689918
1.0145785154408782,47.07091865776714,56.06896203826748,60.31574967754152,98.59975261118498,34.599052720837,4.900949312698765,14.130952079717407,79.77112811937157,16.064245845016455,77.71873959283087,61.59929030873015
