Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
44.77158707693414,25.81266649264383,76.70540638360794,31.38234859446709,98.93063713395482,9.926833846091599,43.943237475694644,53.844945439586134,73.29727554348592,7.427681579916056,19.35849324632911,35.98982980145369
58.74067060368196,90.60216243054137,28.138401960962756,24.468726169349008,97.48381938183806,84.43811943831506,3.8899940717555093,88.42026987313038,17.650593971961037,8.677350929231709,96.8237488022222,78.18546815068513
47.36744729856807,48.83303319950279,67.00884788357342,10.346077979452028,6.607733291261974,65.07753717251178,37.79759991220156,18.939426144768323,96.46489291272927,46.50316686018932,62.06531793930215,32.041238318733534
47.08287660599913,85.37494422094505,41.49688282024688,22.758418838635897,6.498068488192688,84.16179831501202,98.28923320894283,9.815439175234497,40.36891462489783,4.1020945176551304,63.2314216622597,92.03814191763551
22.411571721681355,11.807094304821264,33.16386271528842,5.416842613029537,46.514123823199995,29.849486247047864,88.52036883157947,23.508269934805227,75.69442425587498,11.600588252303956,65.48825439456797,28.443098351057262
35.339154736625645,11.617387432475068,69.60027058182013,92.38192810888154,55.39971899480626,2.9334599922827165,79.08422880422906,80.35631744977381,13.90620939729752,96.20428574580828,49.931557288782855,80.03711500959021
52.24726204173277,38.38398128283147,50.30873926812196,0.622397554974119,16.16987359628963,45.8174205966631,87.83864363825865,20.82614775365913,45.948342662361675,96.14853972045147,49.002310746833814,61.76814276881244
58.11885752091507,77.38098086745867,22.488301635469565,40.724937677734,7.3578818300584,34.502080677104786,63.169314380378495,32.00084492756322,42.14063952613822,96.81558371433557,35.46498291609721,93.5528917769376
24.6814202888727,31.941844311749946,75.42287586395994,93.19738247202714,35.835073940374365,81.09894933428272,94.65179527912726,20.00385050531944,42.588514307129444,83.76535812434587,29.64645108022117,17.084561915460796
82.48649767914162,14.014710332740886,38.128452743905406,45.12227331515235,60.93380239445294,23.43077213469401,59.92741309635717,23.46708801659487,68.41756113217428,98.08849437321693,67.82747720831888,46.87394939106181
28.2599960010686,47.69866115909526,99.47372240797596,61.64275096429622,89.98966495351434,40.49170516715284,94.38965451619929,89.54642941928404,11.210940373143618,75.40244371647434,80.13860900860894,7.308056129845619
38.0961879891102,93.1896346723602,78.93746708344321,42.77982509745259,68.86364688529594,58.496992665573075,40.16314599848402,10.809769085671906,29.079370889753207,12.232603517276452,78.31794908063337,15.920472249491569
34.30319312573828,44.28603531076458,70.07213336775969,12.597921088125762,26.23032671534836,44.12262460211169,15.6016565374286,89.51593174612452,41.58201132948008,98.27058612585104,47.164820435150624,46.06614631943094
25.092944098700045,40.24539952535281,30.326691681522767,6.166466259327297,53.11763200501747,31.975274967204715,91.8040295503701,25.94654904178878,87.42666853413911,50.702572875311105,13.009757959009738,47.84764126661758
27.39929477813703,10.524081740596946,60.4806494384909,25.383070309252776,82.25878976509364,14.770930168921115,13.64045062567043,52.88116260600727,56.96970119689458,83.02482582038783,25.858511696326257,42.837916425567066
41.88400610680569,69.22898562809159,44.61409987990547,48.415630765743266,57.52464258277937,62.13379595426872,79.8691173317757,52.58183106656896,23.189584685847308,58.453030959704535,40.96633017176935,18.322376968010968
74.63529359092338,42.88128125839153,96.09006938645248,16.43205775389134,19.588920153878565,63.32286318570387,7.329879988810317,94.84085193319571,6.790450368504719,13.465567493541286,8.843693344817282,88.56243629849332
22.359114565882454,79.5681497586525,20.696264714557167,5.222859074455776,49.29582164413016,10.695755824618958,65.43187614056563,23.186957952486154,90.9171274185894,97.24363190008005,20.341995532635327,80.11067382087836
28.733542921420362,69.39146959793938,7.568476629834975,62.39459762289179,92.69661772907098,14.494180709541792,23.943173069926303,48.44456601541678,87.78398104776339,5.345116077374412,92.15312343087464,38.10748308580153
17.382120769677044,29.369932967773828,83.45405489478827,43.304605738479076,91.79504979931414,3.2998740813931726,34.30484469312578,58.25004921774202,13.50343233974951,27.91903475308255,87.99242811569854,60.0476641064676
16.887218075637932,66.53313511223047,19.1767606718357,10.562249188973826,74.82572623069623,73.19981620375884,45.69618624511108,65.23044850888373,27.508794238120426,55.9442284479074,36.70384573978844,68.5851822017503
20.591209431735592,17.70227870261889,25.65894644208322,72.06587810321857,49.89638273628967,18.706699582187227,91.56892588973024,84.94351429616378,30.99965048002602,97.94433111341968,6.336629846438613,36.01951004410607
91.96607688757278,34.773817711596585,81.31056447585635,90.65126275540091,42.28219802835804,56.50927532294712,66.94794664785954,35.957984046034376,54.326841189274354,84.92851024785803,40.26279986761976,42.66049082679913
17.92660131783269,23.864234220041748,26.35402615091681,55.96929049080279,43.82554314152235,23.732745385453015,42.88126191483737,16.783735752685068,29.10830866658143,16.51111499735879,12.999841983130178,80.92525852044304
14.536261456767253,38.117118469512754,26.210585699725254,79.8453069790083,42.16960851532869,51.922260514105986,55.74259270721977,34.93914602242354,86.60648136198331,58.773705210506144,75.54763556645598,4.766013974389094
54.689912430928445,15.566398342988496,57.123633479903226,6.126212363462247,71.02008757022321,72.93726630811848,42.608410627838865,69.4467395750083,96.94927091971877,60.31618485990877,58.19027063770257,55.41378349377162
32.33919686547087,68.21123592161976,67.9011833215633,35.31553789834619,81.1776557607445,37.59666004011108,43.65896986869332,12.143549846343172,15.603589258836015,40.70370762555156,78.29882321335306,68.67362832119723
5.446528745098589,61.95268861427267,86.72181296874056,88.59707047072185,63.62811403694381,53.3076554119,1.3881705686891288,58.10404905553123,37.29508369757186,26.117950710168703,88.98884014047994,75.836598429557
13.667617415940203,,44.30447152169577,0.5489792005275218,11.688484011389722,61.1427130761821,28.848200776023315,81.97514679369232,44.21501591505665,86.93119566803381,72.95366253061279,52.55359124435602
22.203998065909968,,95.8961954131424,68.73261224956558,7.0672690461946015,35.57174602834833,31.917404050326702,24.783202150184536,99.86159667466139,67.12459183750032,35.86831872544869,20.212555749256133
77.41661833585563,,75.5023043867643,,29.134152785492518,,23.669876004637334,30.893690611606583,,7.26504261383325,,98.75330536642025
